url,id,title,desc,tag,category,organization,num_of_downloads,updated_date,format,publication_date,update_frequency,updated_on_time,publication_type,num_of_files,num_of_visits,download_rate,download_rate_fixed,external
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AB9002014006,AB9002014006,区县水务行政审批业务受理管理信息,行政区域、受理号、归档号、行业类别、事项名称、申请人、项目名称、项目地址、受理时间等,"水务,区县,行政审批,报表",资源环境,上海市水务局,27,2015年03月27日更新,XLSX,12/29/2014,每月,未到更新时间,特定公开,2,106,12.74%,38.21%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AA7002014014,AA7002014014,高架上匝道关闭时间,上海市公安局提供的高架上匝道关闭时间信息，包含本市各高架上匝道关闭时间等具体信息,高架上匝道关闭时间,道路交通,上海市公安局,45,2015年03月26日更新,XLS,11/24/2014,每季度,不按时,普通公开,1,150,30.00%,90.00%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD1002015019,AD1002015019,场馆开放信息,体育系统内的场馆信息，包括场馆名称、地址、联系电话、开放时间、收费标准、可否办理会员卡和相关情况,场馆信息,文化休闲,上海市体育局,27,2015年03月24日更新,XLSX,3/24/2015,每年,未到更新时间,普通公开,1,100,27.00%,81.00%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AB8002014021,AB8002014021,上海市现制现售水经营单位,上海市现制现售水经营单位基本信息，包括机构名称、许可证号、所属区县等信息。,现制现售水,卫生健康,上海市卫生和计划生育委员会,22,2015年03月24日更新,XLS,11/27/2014,每年,未到更新时间,普通公开,1,104,21.15%,63.46%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AB8002014037,AB8002014037,上海市中小学生、婴幼儿住院医疗互助基金定点医疗机构,上海市中小学生、婴幼儿住院医疗互助基金定点医疗机构基本信息，包括医疗机构名称、所属区县。,互助基金,卫生健康,上海市卫生和计划生育委员会,8,2015年03月23日更新,XLS,11/27/2014,每年,未到更新时间,普通公开,1,106,7.55%,22.64%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AB8002014027,AB8002014027,本市经许可开展节育手术和终止妊娠技术的医疗机构,本市经许可开展节育手术和终止妊娠技术的医疗机构基本信息，包括机构名称、地址、所属区县、联系电话等信息。,节育手术,卫生健康,上海市卫生和计划生育委员会,6,2015年03月23日更新,XLSX,11/27/2014,每年,未到更新时间,普通公开,1,65,9.23%,27.69%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AB8002014028,AB8002014028,本市经许可开展助产技术的医疗机构,本市经许可开展助产技术的医疗机构基本信息，包括机构名称、地址、所属区县、联系电话等信息。,助产技术,卫生健康,上海市卫生和计划生育委员会,6,2015年03月23日更新,XLSX,11/27/2014,每年,未到更新时间,普通公开,1,50,12.00%,36.00%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AB8002014030,AB8002014030,经批准本市开展产前诊断的医疗机构,经批准本市开展产前诊断的医疗机构基本信息，包括机构名称、地址信息。,产前诊断,卫生健康,上海市卫生和计划生育委员会,4,2015年03月23日更新,XLSX,11/27/2014,每年,未到更新时间,普通公开,1,36,11.11%,33.33%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AB8002014031,AB8002014031,经批准本市开展人类辅助生殖技术的服务机构,经批准本市开展人类辅助生殖技术的服务机构基本信息，包括机构名称、地址、开展业务等信息。,辅助生殖技术,卫生健康,上海市卫生和计划生育委员会,5,2015年03月23日更新,XLSX,11/27/2014,每年,未到更新时间,普通公开,1,40,12.50%,37.50%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AB8002014034,AB8002014034,上海市妇幼保健所基本信息,上海市妇幼保健所基本信息基本信息，包括机构名称、地址信息等。,妇幼保健,卫生健康,上海市卫生和计划生育委员会,5,2015年03月23日更新,XLSX,11/27/2014,每年,未到更新时间,普通公开,1,38,13.16%,39.47%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AA7002015011,AA7002015011,居民委员会,详细描述了上海市各区县的居民委员会的详细信息。包括居民委员会名称、地址等。,居民委员会，地址,机构团体,上海市公安局,11,2015年03月23日更新,XLSX,3/23/2015,每年,未到更新时间,普通公开,1,42,26.19%,78.57%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AA7002015009,AA7002015009,网吧信息,本数据产品为上海市网吧分布信息，主要包括网吧的名称以及地址等信息。,网吧，网吧位置,文化休闲,上海市公安局,7,2015年03月23日更新,XLSX,3/23/2015,每年,未到更新时间,普通公开,1,37,18.92%,56.76%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AA7002015006,AA7002015006,市、区两级消防安全重点单位名单、分级等信息,详细描述了上海市、区两级消防安全重点单位名单、分级等信息，包括单位名称，单位地址,单位名称，单位地址,公共安全,上海市公安局,9,2015年03月23日更新,XLSX,3/23/2015,每年,未到更新时间,普通公开,1,39,23.08%,69.23%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AA7002013002,AA7002013002,居住证受理网点,提供上海市居住证受理网点的所属街道、联系电话以及联系地址信息,居住证,机构团体,上海市公安局,1016,2015年03月23日更新,XLSX,6/28/2013,每年,未到更新时间,普通公开,1,972,104.53%,313.58%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AA7002015003,AA7002015003,保安培训机构,详细描述了上海市保安培训机构名录信息，包含单位名称，单位地址等信息,单位名称，单位地址,公共安全,上海市公安局,3,2015年03月23日更新,XLS,3/23/2015,每年,未到更新时间,普通公开,1,30,10.00%,30.00%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AA7002015002,AA7002015002,保安从业单位,详细描述了上海市保安从业单位的信息，包括单位名称，单位地址等信息,单位名称，单位地址,公共安全,上海市公安局,7,2015年03月23日更新,XLS,3/23/2015,每年,未到更新时间,普通公开,1,29,24.14%,72.41%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AH2002015010,AH2002015010,上海市“安全优质信得过果园”名单,上海市“安全优质信得过果园”名单，共55家，由上海市林业总站提供对外开放服务。,果园名称,民生服务,上海市绿化和市容管理局,18,2015年03月19日更新,XLSX,1/21/2015,每年,未到更新时间,特定公开,1,81,22.22%,66.67%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AA4002014007,AA4002014007,上海市高等教育机构名单,上海市高校专业设置情况及对外联系方式，包括学校名称、联系电话、学院名称、专业名称等内容。,高等，院系，联系方式,教育科技,上海市教育委员会,256,2015年03月18日更新,XLSX|XLS,11/5/2014,每年,未到更新时间,普通公开,64,234,1.71%,5.13%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC4002015014,AC4002015014,危险废物专业运输名录,上海市危险废物专业运输名录单位，包括单位名称、批次、时间等信息,危险废物、运输,资源环境,上海市环境保护局,18,2015年03月17日更新,XLS,3/17/2015,按需要,未到更新时间,普通公开,1,96,18.75%,56.25%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC4002015013,AC4002015013,危险废物经营许可证名单,上海市危险废物经营许可证名单，包括单位名称、法定代表人、经营设施地址、核准经营范围、联系人、联系电话、许可内容、许可证副本浏览等信息,危险废物经营许可证,资源环境,上海市环境保护局,16,2015年03月17日更新,XLS,3/17/2015,按需要,未到更新时间,普通公开,1,70,22.86%,68.57%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC4002015011,AC4002015011,建设项目环境影响评价单位,上海市建设项目环境影响评价单位信息，包括单位名称、证书编号、资质等级、地址、邮编、联系人、联系电话、评价范围等信息,建设项目，环境影响评价单位,资源环境,上海市环境保护局,7,2015年03月17日更新,XLS,3/17/2015,每年,未到更新时间,普通公开,1,76,9.21%,27.63%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC4002015009,AC4002015009,废弃电器电子产品处理资格证书名单,上海市电子废物拆解利用处置单位名录，包括单位名称、单位性质、法人代表或个体工商户经营者、住所、经营设施场所地址、经营方式/范围等信息,电子废物、处置单位,资源环境,上海市环境保护局,5,2015年03月17日更新,XLS,3/17/2015,每年,未到更新时间,普通公开,1,76,6.58%,19.74%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC4002015007,AC4002015007,环境管理与服务机构,上海市环境管理机构名称、地址、邮编、电话、职责以及网页信息。,环境管理，服务机构,机构团体,上海市环境保护局,10,2015年03月17日更新,XLS,3/17/2015,按需要,未到更新时间,普通公开,1,41,24.39%,73.17%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AA4002014001,AA4002014001,体育设施对外开放学校名录,上海市体育设施对外开放学校信息，包括学校名称、学校地址、开放项目、开放时间、开放对象等内容。,体育，设施，开放，学校,教育科技,上海市教育委员会,60,2015年03月11日更新,XLS,11/5/2014,每年,未到更新时间,普通公开,17,134,2.63%,7.90%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AA4002014006,AA4002014006,上海市基础教育机构名单,上海市中小学校对外联系方式，包括学校名称、学校类别、学校地址、学校邮编等内容,中小学，联系方式,教育科技,上海市教育委员会,11,2015年03月11日更新,XLS,11/5/2014,每年,未到更新时间,普通公开,2,79,6.96%,20.89%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AE2002015003,AE2002015003,职业卫生技术服务机构,职业卫生技术服务机构资质的机构信息、注册地址、业务范围、有效期、服务内容等信息,职业卫生技术服务机构,公共安全,上海市安全生产监督管理局,11,2015年03月10日更新,XLSX,3/9/2015,每年,未到更新时间,普通公开,1,54,20.37%,61.11%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AB8002015004,AB8002015004,市、区县卫生计生委,市、区县卫生计生委的地址、电话、邮编信息。更新的频率为每年一次。,卫生计生委,机构团体,上海市卫生和计划生育委员会,4,2015年03月10日更新,XLSX,3/10/2015,每年,未到更新时间,普通公开,1,49,8.16%,24.49%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AB8002015003,AB8002015003,计划生育药具免费发放点,上海市计划生育药具免费发放点的名称、地址、邮编、电话、负责人、上级单位等信息。,计划生育,卫生健康,上海市卫生和计划生育委员会,4,2015年03月10日更新,XLS,3/10/2015,每年,未到更新时间,普通公开,1,50,8.00%,24.00%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AE2002015001,AE2002015001,乙级安全评价机构,乙级安全评价机构资质的机构信息、注册地址、业务范围、有效期、服务内容等信息,乙级安全评价机构,公共安全,上海市安全生产监督管理局,14,2015年03月10日更新,XLSX,3/5/2015,每年,未到更新时间,普通公开,1,47,29.79%,89.36%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AE2002015004,AE2002015004,检测检验机构,检测检验机构资质的机构信息、注册地址、有效期、服务内容等信息,检测检验机构,公共安全,上海市安全生产监督管理局,20,2015年03月10日更新,XLSX,3/9/2015,每年,未到更新时间,普通公开,1,51,39.22%,117.65%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AE2002015002,AE2002015002,危险化学品目录,上 海 市 禁 止 、 限 制 和 控 制 危 险 化 学 品 目 录（第二批）,危险化学品,公共安全,上海市安全生产监督管理局,13,2015年03月10日更新,XLSX,3/9/2015,每年,未到更新时间,普通公开,1,37,35.14%,105.41%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AB0002015011,AB0002015011,司法鉴定机构,提供司法鉴定机构名称、地址、联系电话、传真、负责人等信息供市民查询,司法鉴定机构,社会发展,上海市司法局,5,2015年03月10日更新,XLSX,3/10/2015,每月,不按时,普通公开,1,57,8.77%,26.32%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AB0002015010,AB0002015010,律师事务所,提供律师事务所名称、地址、执业许可证号、联系电话等信息供市民查询,律师事务所,社会发展,上海市司法局,6,2015年03月10日更新,XLSX,3/10/2015,每月,不按时,普通公开,1,55,10.91%,32.73%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AB0002015009,AB0002015009,基层法律服务所,提供服务所名称、地址、联系电话、负责人、执业证号等信息供市民查询,基层法律服务所,社会发展,上海市司法局,7,2015年03月10日更新,XLSX,3/10/2015,每月,不按时,普通公开,1,44,15.91%,47.73%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AB0002015008,AB0002015008,公证处,提供公证处的机构名称、地址、联系电话、传真、负责人等信息供市民查询,公证处,社会发展,上海市司法局,4,2015年03月10日更新,XLSX,3/10/2015,每月,不按时,普通公开,1,44,9.09%,27.27%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AB0002015007,AB0002015007,法律援助中心,主要提供法律援助中心机构名称、地址、联系电话、传真、负责人供市民查询,法律援助中心,机构团体,上海市司法局,4,2015年03月10日更新,XLSX,3/10/2015,每月,不按时,普通公开,1,41,9.76%,29.27%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AB8002014036,AB8002014036,上海市医疗机构发热门诊基本信息,上海市医疗机构发热门诊基本信息，包括医疗机构名称、地址信息、机构级别等。2015年2月更新,发热门诊,卫生健康,上海市卫生和计划生育委员会,12,2015年03月10日更新,XLS,11/27/2014,每年,未到更新时间,普通公开,1,51,23.53%,70.59%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AB0002015001,AB0002015001,街道乡镇司法所,主要提供司法所名称、地址、联系电话、服务时间等信息供市民查询,"法律服务,街道乡镇司法所",机构团体,上海市司法局,13,2015年03月10日更新,XLSX,1/20/2015,每月,不按时,普通公开,1,56,23.21%,69.64%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AB8002014029,AB8002014029,二级医疗机构,本市二级医疗机构基本信息，包括机构名称、地址、行政区划、联系电话等信息。2015年2月更新。,医疗机构,卫生健康,上海市卫生和计划生育委员会,15,2015年03月10日更新,XLS,11/27/2014,每年,未到更新时间,普通公开,1,52,28.85%,86.54%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AB8002014033,AB8002014033,三级医疗机构,三级医疗机构基本信息，包括机构名称、地址、行政区划等信息。2015年2月更新,医疗机构,卫生健康,上海市卫生和计划生育委员会,13,2015年03月10日更新,XLS,11/27/2014,每年,未到更新时间,普通公开,1,35,37.14%,111.43%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC2002015004,AC2002015004,上海市荣誉市民获奖者名单,"年度“上海市荣誉市民”获奖者名单,包括获奖者中文名、英文名和国籍信息。",荣誉市民,社会发展,上海市人民政府外事办公室,4,2015年03月10日更新,XLS,3/10/2015,每年,未到更新时间,普通公开,1,40,10.00%,30.00%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC2002015003,AC2002015003,上海市领事认证量,上海市领事认证量，更新频度为每个月更新一次 the volume of legalisation application in ShangHai,领事认证,社会发展,上海市人民政府外事办公室,4,2015年03月10日更新,XLS,3/10/2015,每半年,未到更新时间,普通公开,1,35,11.43%,34.29%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AE2002015005,AE2002015005,危化品经营许可证,危险化学品经营许可证的公司信息、注册地址、业务范围、有效期、服务内容等信息,危化品经营许可证,公共安全,上海市安全生产监督管理局,14,2015年03月09日更新,XLS,3/9/2015,每年,未到更新时间,普通公开,1,45,31.11%,93.33%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AH3002015001,AH3002015001,上海市公务员管理机构概况信息,上海市公务员管理机构概况信息，提供本市公务员管理机构的地址、电话等信息。,"上海市,公务员管理机构概况",机构团体,上海市公务员局,25,2015年03月06日更新,XLSX,3/6/2015,每年,未到更新时间,普通公开,1,101,24.75%,74.26%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AA2002014005,AA2002014005,超市商品价格信息,超市商品价格信息专项公布每月公布不同品种的商品价格，主要包括大米、食用油、奶粉、乳制品、日化用品、节日传统食品、饮料和年货礼品等,超市价格,民生服务,上海市发展和改革委员会,109,2015年03月05日更新,XLS,12/2/2014,每月,不按时,普通公开,8,147,9.27%,27.81%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AG8002015001,AG8002015001,软件和信息服务业机构,上海市软件和信息服务业机构名称、地址、网址、电话、传真、简介等,"机构名称,地址,网址,电话,传真,简介",经济建设,上海市经济和信息化委员会,74,2015年02月25日更新,XLS,2/25/2015,每年,未到更新时间,普通公开,1,552,13.41%,40.22%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD3002015012,AD3002015012,《临时建设工程规划许可证》审批,上海市规划和土地资源管理数据产品名称：《临时建设工程规划许可证》审批,《临时建设工程规划许可证》审批,城市建设,上海市规划和国土资源管理局,16,2015年02月05日更新,XLSX,1/30/2015,每年,未到更新时间,普通公开,1,87,18.39%,55.17%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD3002015022,AD3002015022,建设项目用地预审（市批）,上海市规划和土地资源管理数据产品名称：建设项目用地预审（市批）,建设项目用地预审（市批）,城市建设,上海市规划和国土资源管理局,15,2015年02月05日更新,XLSX,1/30/2015,每年,未到更新时间,普通公开,1,69,21.74%,65.22%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AB9002015019,AB9002015019,水闸泵站运行信息6,上海市松江区下辖一线水闸名称、闸门启闭高度、内外河水位数据。,水闸泵站工况,资源环境,上海市水务局,9,2015年01月30日更新,RAR,1/30/2015,每年,未到更新时间,特定公开,1,64,14.06%,42.19%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD3002015021,AD3002015021,建筑工程开工放样复验,上海市规划和土地资源管理数据产品名称：建筑工程开工放样复验,建筑工程开工放样复验,城市建设,上海市规划和国土资源管理局,67,2015年01月30日更新,XLSX,1/30/2015,每年,未到更新时间,普通公开,1,113,59.29%,177.88%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD3002015020,AD3002015020,建筑工程竣工规划验收,上海市规划和土地资源管理数据产品名称：建筑工程竣工规划验收,建筑工程竣工规划验收,城市建设,上海市规划和国土资源管理局,71,2015年01月30日更新,XLSX,1/30/2015,每年,未到更新时间,普通公开,1,94,75.53%,226.60%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD3002015019,AD3002015019,一书两证的延期（市政类）,上海市规划和土地资源管理数据产品名称：一书两证的延期（市政类）,一书两证的延期（市政类）,城市建设,上海市规划和国土资源管理局,17,2015年01月30日更新,XLSX,1/30/2015,每年,未到更新时间,普通公开,1,83,20.48%,61.45%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD3002015018,AD3002015018,《建设工程规划许可证》（市政交通）审批,上海市规划和土地资源管理数据产品名称：《建设工程规划许可证》（市政交通）审批,《建设工程规划许可证》（市政交通）审批,城市建设,上海市规划和国土资源管理局,14,2015年01月30日更新,XLSX,1/30/2015,每年,未到更新时间,普通公开,1,57,24.56%,73.68%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD3002015017,AD3002015017,《建设用地规划许可证（市政类临时）》审批,上海市规划和土地资源管理数据产品名称：《建设用地规划许可证（市政类临时）》审批,《建设用地规划许可证（市政类临时）》审批,城市建设,上海市规划和国土资源管理局,15,2015年01月30日更新,XLSX,1/30/2015,每年,未到更新时间,普通公开,1,63,23.81%,71.43%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD3002015016,AD3002015016,《建设用地规划许可证》（市政类）审批,上海市规划和土地资源管理数据产品名称：《建设用地规划许可证》（市政类）审批,《建设用地规划许可证》（市政类）审批,城市建设,上海市规划和国土资源管理局,13,2015年01月30日更新,XLSX,1/30/2015,每年,未到更新时间,普通公开,1,62,20.97%,62.90%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD3002015015,AD3002015015,《建设工程规划设计方案》（市政类）审批,上海市规划和土地资源管理数据产品名称：《建设工程规划设计方案》（市政类）审批,《建设工程规划设计方案》（市政类）审批,城市建设,上海市规划和国土资源管理局,14,2015年01月30日更新,XLSX,1/30/2015,每年,未到更新时间,普通公开,1,52,26.92%,80.77%,非外链
